event_id,event_time,sku_id,warehouse_id,movement_type,quantity,source_system
EVT47627,,SKU-1313,WH-04,IN,106,ERP
EVT47628,20/03/2026,SKU-1649,WH-01,OUT,52,ERP
EVT47629,2026-04-24 06:34:00,SKU-1414,WH-01,OUT,88,WMS
EVT47630,2026/01/01 12:52,SKU-1238,WH-02,OUT,26,POS
EVT47631,21/01/2026,SKU-1021,WH-04,IN,25,ERP
EVT47632,2026-03-19 09:01:00,SKU-1239,WH-01,OUT,45,WMS
EVT47633,,SKU-1452,WH-03,IN,100,WMS
EVT47634,,SKU-1493,WH-01,OUT,38,ERP
EVT47635,,SKU-1492,WH-05,IN,-5,WMS
EVT47636,,SKU-1659,WH-01,OUT,48,ERP
EVT47637,13/02/2026,SKU-1011,,IN,23,ERP
EVT47638,2026-03-06 20:09:00,SKU-1292,WH-01,OUT,32,ERP
EVT47639,,SKU-1568,WH-03,IN,112,ERP
EVT47640,2026-04-03 05:35:00,SKU-1735,WH-01,OUT,110,WMS
EVT47641,,SKU-1119,WH-01,OUT,11,POS
EVT47642,29/01/2026,,WH-02,IN,46,ERP
EVT47643,2026/03/26 11:17,SKU-1056,WH-05,OUT,38,POS
EVT47644,18/03/2026,SKU-1121,WH-02,IN,39,POS
EVT47645,2026-01-01 17:52:00,SKU-1166,,OUT,85,WMS
EVT47646,2026-03-17 01:39:00,SKU-1642,WH-02,OUT,70,WMS
EVT47647,,SKU-1015,WH-01,IN,-5,WMS
EVT47648,22/02/2026,SKU-1084,WH-02,OUT,7,ERP
EVT47649,07/02/2026,SKU-1848,WH-02,IN,55,POS
EVT47650,2026/02/19 07:09,SKU-1517,WH-01,IN,18,POS
EVT47651,2026-01-21 15:01:00,SKU-1046,WH-03,IN,62,WMS
EVT47652,2026/02/07 20:10,SKU-1582,WH-01,IN,66,POS
EVT47653,01/02/2026,SKU-1765,WH-01,IN,102,ERP
EVT47654,2026-03-20 23:17:00,SKU-1463,WH-01,IN,70,POS
EVT47655,2026-01-01 07:21:00,SKU-1520,WH-02,OUT,77,ERP
EVT47656,09/02/2026,SKU-1775,WH-01,OUT,23,ERP
EVT47657,2026/03/23 10:26,SKU-1087,WH-02,OUT,109,POS
EVT47658,2026-02-14 14:06:00,SKU-1925,WH-02,IN,19,WMS
EVT47659,,SKU-1985,WH-05,OUT,65,WMS
EVT47660,2026-01-12 22:35:00,SKU-1380,WH-05,IN,18,ERP
EVT47661,2026/03/22 22:52,SKU-1976,WH-01,IN,-5,ERP
EVT47662,2026/01/02 13:33,SKU-1007,WH-01,IN,23,ERP
EVT47663,2026-01-26 07:53:00,SKU-1327,WH-05,OUT,101,WMS
EVT47664,08/01/2026,SKU-1255,WH-01,IN,105,ERP
EVT47665,08/02/2026,SKU-1115,WH-02,IN,29,ERP
EVT47666,2026/04/04 18:59,SKU-1277,WH-01,IN,10,POS
EVT47667,2026/02/21 15:45,SKU-1070,WH-04,IN,33,WMS
EVT47668,2026-04-05 14:58:00,SKU-1540,,OUT,30,POS
EVT47669,2026-02-19 19:58:00,SKU-1201,WH-01,IN,25,ERP
EVT47670,2026-01-17 10:55:00,SKU-1001,WH-02,IN,39,WMS
EVT47671,2026-01-28 16:18:00,SKU-1657,WH-02,IN,81,ERP
EVT47672,2026-04-22 20:05:00,SKU-1425,WH-01,IN,43,POS
EVT47673,08/02/2026,SKU-1920,WH-03,IN,33,WMS
EVT47674,18/03/2026,SKU-1596,WH-03,IN,82,ERP
EVT47675,2026/01/04 04:08,SKU-1315,WH-02,OUT,36,ERP
EVT47676,,SKU-1290,WH-02,IN,36,POS
EVT47677,08/04/2026,,WH-03,OUT,31,WMS
EVT47678,2026-03-22 09:00:00,SKU-1867,WH-02,IN,91,WMS
EVT47679,,SKU-1585,WH-02,OUT,61,ERP
EVT47680,2026/02/21 06:50,SKU-1916,WH-02,OUT,47,WMS
EVT47681,23/02/2026,SKU-1709,WH-02,OUT,116,ERP
EVT47682,2026-04-05 23:13:00,SKU-1406,WH-03,IN,33,ERP
EVT47683,2026/01/04 23:23,SKU-1369,WH-03,IN,14,ERP
EVT47684,2026-03-03 14:32:00,SKU-1384,WH-01,INVALID,36,WMS
EVT47685,,SKU-1362,WH-01,IN,69,WMS
EVT47686,,SKU-1711,WH-01,IN,8,ERP
EVT47687,,SKU-1918,WH-04,OUT,34,WMS
EVT47688,,SKU-1967,WH-01,OUT,21,POS
EVT47689,20/01/2026,SKU-1153,WH-02,IN,107,ERP
EVT47690,2026-02-21 10:40:00,SKU-1277,WH-01,IN,13,POS
EVT47691,03/02/2026,SKU-1304,WH-03,IN,66,POS
EVT47692,2026/02/26 13:52,SKU-1098,WH-03,IN,107,POS
EVT47693,2026-02-20 19:29:00,SKU-1950,WH-01,IN,6,WMS
EVT47694,31/03/2026,SKU-1553,WH-02,IN,22,POS
EVT47695,,SKU-1641,WH-03,IN,30,POS
EVT47696,2026/02/27 07:50,SKU-1345,WH-03,OUT,62,POS
EVT47697,,SKU-1910,WH-03,OUT,51,ERP
EVT47698,,SKU-1703,WH-02,IN,1,WMS
EVT47699,2026/01/26 22:40,SKU-1026,WH-02,OUT,43,ERP
EVT47700,,SKU-1069,WH-01,IN,42,ERP
EVT47701,2026/03/08 03:41,SKU-1892,WH-01,OUT,42,WMS
EVT47702,23/02/2026,SKU-1252,WH-02,IN,58,ERP
EVT47703,,SKU-1471,WH-03,OUT,108,WMS
EVT47704,2026/04/29 13:34,SKU-1394,WH-04,OUT,92,WMS
EVT47705,08/04/2026,SKU-1073,WH-02,OUT,8,WMS
EVT47706,,SKU-1459,WH-03,IN,-5,ERP
EVT47707,2026-03-17 02:40:00,SKU-1399,WH-02,OUT,11,ERP
EVT47708,13/04/2026,SKU-1586,WH-03,IN,15,ERP
EVT47709,2026/04/27 11:56,SKU-1222,WH-03,IN,2,WMS
EVT47710,2026-01-15 04:13:00,SKU-1172,WH-02,OUT,30,POS
EVT47711,2026/02/01 11:30,SKU-1660,WH-01,OUT,101,POS
EVT47712,2026-03-02 04:23:00,SKU-1250,WH-03,OUT,69,WMS
EVT47713,2026-01-17 22:16:00,SKU-1479,WH-02,OUT,86,POS
EVT47714,12/02/2026,SKU-1588,WH-03,IN,77,ERP
EVT47715,2026/04/06 13:38,SKU-1990,WH-01,IN,30,POS
EVT47716,2026-03-02 12:17:00,SKU-1292,WH-02,OUT,36,POS
EVT47717,03/03/2026,SKU-1614,WH-03,OUT,93,ERP
EVT47718,02/04/2026,SKU-1442,WH-01,IN,19,POS
EVT47719,2026-02-14 10:45:00,SKU-1464,WH-03,IN,33,WMS
EVT47720,,SKU-1346,WH-03,IN,-5,ERP
EVT47721,2026/02/23 02:54,SKU-1839,WH-04,IN,5,POS
EVT47722,,SKU-1806,WH-01,OUT,37,POS
EVT47723,2026-02-19 18:49:00,SKU-1298,WH-04,IN,68,ERP
EVT47724,02/01/2026,SKU-1761,WH-02,OUT,1,POS
EVT47725,,SKU-1829,WH-03,OUT,95,POS
EVT47726,,SKU-1291,WH-01,IN,-5,WMS
EVT47727,10/01/2026,SKU-1865,WH-01,OUT,32,POS
EVT47728,2026-03-22 00:28:00,SKU-1484,WH-04,OUT,44,ERP
EVT47729,2026-05-01 03:34:00,SKU-1233,WH-02,IN,25,POS
EVT47730,2026/04/23 13:05,SKU-1906,WH-01,IN,59,WMS
EVT47731,,SKU-1652,WH-03,OUT,23,POS
EVT47732,18/04/2026,SKU-1666,WH-01,OUT,50,WMS
EVT47733,,SKU-1599,WH-03,IN,5,POS
EVT47734,2026-01-23 07:49:00,SKU-1073,WH-03,OUT,13,WMS
EVT47735,,SKU-1000,WH-02,OUT,48,POS
EVT47736,2026-02-14 16:54:00,SKU-1479,WH-05,OUT,101,POS
EVT47737,,SKU-1847,WH-01,OUT,7,WMS
EVT47738,,SKU-1756,WH-01,OUT,3,POS
EVT47739,2026-02-13 06:31:00,,WH-02,OUT,61,WMS
EVT47740,2026/01/22 09:09,SKU-1222,WH-01,IN,34,WMS
EVT47741,16/04/2026,SKU-1362,WH-03,IN,93,WMS
EVT47742,,SKU-1768,WH-02,OUT,24,ERP
EVT47743,17/01/2026,SKU-1158,WH-01,OUT,75,WMS
EVT47744,04/02/2026,SKU-1998,WH-02,IN,15,ERP
EVT47745,05/01/2026,SKU-1472,WH-03,OUT,11,ERP
EVT47746,2026/01/06 00:11,SKU-1363,WH-01,IN,61,ERP
EVT47747,,SKU-1768,WH-01,OUT,90,ERP
EVT47748,,SKU-1175,WH-02,OUT,17,ERP
EVT47749,2026/02/22 05:16,SKU-1332,WH-04,IN,6,WMS
EVT47750,2026-02-11 20:06:00,SKU-1983,WH-01,OUT,27,POS
EVT47751,,SKU-1842,WH-01,IN,67,ERP
EVT47752,2026/02/18 10:40,SKU-1061,WH-03,IN,28,POS
EVT47753,,SKU-1105,WH-02,OUT,76,WMS
EVT47754,2026-01-31 12:30:00,SKU-1949,WH-04,IN,86,ERP
EVT47755,2026-02-06 16:43:00,SKU-1372,WH-01,OUT,39,POS
EVT47756,2026-04-07 00:28:00,SKU-1572,WH-05,IN,25,POS
EVT47757,2026-04-29 16:52:00,SKU-1448,WH-04,IN,-5,WMS
EVT47758,2026-02-09 21:28:00,SKU-1511,WH-01,OUT,17,WMS
EVT47759,2026-01-20 13:37:00,SKU-1326,WH-02,OUT,115,WMS
EVT47760,2026/04/24 23:58,SKU-1180,WH-02,OUT,21,ERP
EVT47761,2026/02/14 08:10,SKU-1673,WH-01,IN,11,ERP
EVT47762,02/04/2026,SKU-1584,WH-01,IN,24,ERP
EVT47763,22/03/2026,SKU-1825,WH-01,IN,5,POS
EVT47764,05/01/2026,SKU-1849,WH-04,IN,62,POS
EVT47765,2026-01-20 02:55:00,SKU-1947,WH-02,IN,32,WMS
EVT47766,,SKU-1699,WH-02,IN,42,POS
EVT47767,2026/01/10 18:35,SKU-1953,WH-03,OUT,40,ERP
EVT47768,29/01/2026,SKU-1244,WH-02,IN,27,POS
EVT47769,2026-03-26 11:35:00,SKU-1498,WH-02,IN,62,POS
EVT47770,26/02/2026,SKU-1760,WH-01,IN,106,POS
EVT47771,2026/03/28 05:07,SKU-1751,WH-01,OUT,90,POS
EVT47772,2026-03-28 09:03:00,SKU-1725,WH-05,OUT,112,WMS
EVT47773,2026-01-04 22:51:00,SKU-1334,WH-04,OUT,105,ERP
EVT47774,2026/01/01 17:56,SKU-1065,WH-02,OUT,41,POS
EVT47775,,SKU-1748,WH-02,OUT,34,WMS
EVT47776,14/03/2026,SKU-1920,WH-01,IN,33,POS
EVT47777,2026/02/05 19:22,SKU-1863,WH-05,OUT,81,ERP
EVT47778,31/01/2026,SKU-1911,WH-01,IN,95,POS
EVT47779,2026/02/13 23:15,SKU-1608,WH-02,IN,1,ERP
EVT47780,2026-02-15 22:12:00,SKU-1251,WH-02,IN,95,ERP
EVT47781,,SKU-1084,WH-03,IN,64,POS
EVT47782,,SKU-1013,WH-01,IN,5,WMS
EVT47783,28/04/2026,SKU-1288,WH-01,OUT,38,ERP
EVT47784,2026/02/11 06:12,SKU-1445,WH-02,OUT,77,POS
EVT47785,2026/01/09 20:25,SKU-1094,WH-01,OUT,75,WMS
EVT47786,24/04/2026,SKU-1011,WH-02,IN,39,POS
EVT47787,2026-01-15 12:18:00,SKU-1523,WH-04,IN,17,WMS
EVT47788,2026-01-03 19:57:00,SKU-1041,WH-02,IN,47,WMS
EVT47789,2026-02-21 06:39:00,SKU-1866,WH-05,IN,54,POS
EVT47790,2026/04/19 02:27,SKU-1603,WH-01,INVALID,11,WMS
EVT47791,2026-04-07 23:29:00,SKU-1071,WH-01,OUT,52,POS
EVT47792,2026/01/08 11:35,SKU-1483,WH-01,OUT,-5,ERP
EVT47793,01/05/2026,SKU-1334,WH-03,OUT,105,ERP
EVT47794,,SKU-1536,WH-01,OUT,52,ERP
EVT47795,2026/04/18 13:16,SKU-1923,WH-02,INVALID,77,POS
EVT47796,01/03/2026,SKU-1027,,IN,108,WMS
EVT47797,19/03/2026,SKU-1394,WH-01,OUT,40,ERP
EVT47798,2026/02/16 14:43,SKU-1187,WH-04,OUT,16,ERP
EVT47799,2026/02/24 21:17,SKU-1356,WH-03,OUT,75,ERP
EVT47800,15/02/2026,SKU-1054,WH-02,OUT,78,WMS
EVT47801,,SKU-1959,WH-01,OUT,32,WMS
EVT47802,2026-01-29 23:31:00,SKU-1290,WH-02,IN,68,POS
EVT47803,2026/03/25 11:33,SKU-1516,WH-02,OUT,1,ERP
EVT47804,22/01/2026,SKU-1769,WH-04,IN,5,WMS
EVT47805,,SKU-1037,WH-02,OUT,67,ERP
EVT47806,,,,IN,12,POS
EVT47807,18/04/2026,SKU-1697,WH-04,IN,102,POS
EVT47808,2026/01/21 14:48,SKU-1587,WH-01,IN,68,WMS
EVT47809,2026/04/28 14:46,SKU-1764,WH-03,IN,17,POS
EVT47810,2026-04-07 13:50:00,SKU-1156,WH-01,OUT,111,ERP
EVT47811,14/03/2026,SKU-1516,WH-02,OUT,8,ERP
EVT47812,2026/01/17 23:42,SKU-1687,WH-03,IN,17,WMS
EVT47813,29/01/2026,SKU-1999,WH-02,OUT,45,ERP
EVT47814,2026-02-01 11:20:00,SKU-1299,WH-01,OUT,49,POS
EVT47815,2026-02-01 12:50:00,SKU-1936,WH-04,IN,16,POS
EVT47816,,SKU-1237,WH-02,OUT,17,WMS
EVT47817,27/03/2026,SKU-1280,WH-02,OUT,101,WMS
EVT47818,20/03/2026,SKU-1817,WH-05,OUT,33,POS
EVT47819,,SKU-1663,WH-01,INVALID,33,POS
EVT47820,17/02/2026,SKU-1510,WH-01,IN,114,POS
EVT47821,15/01/2026,SKU-1668,WH-02,IN,120,POS
EVT47822,23/03/2026,SKU-1211,WH-01,OUT,11,WMS
EVT47823,2026-02-21 16:20:00,SKU-1451,,IN,6,POS
EVT47824,11/03/2026,SKU-1706,WH-04,IN,44,WMS
EVT47825,12/04/2026,SKU-1892,WH-01,IN,94,WMS
EVT47826,18/01/2026,SKU-1179,WH-02,IN,56,ERP
EVT47827,2026/04/25 12:14,SKU-1474,WH-01,OUT,34,ERP
EVT47828,2026-03-15 21:53:00,SKU-1834,WH-01,OUT,95,WMS
EVT47829,,,WH-03,IN,28,WMS
EVT47830,2026-03-09 23:58:00,SKU-1744,WH-01,OUT,68,WMS
EVT47831,20/04/2026,SKU-1734,WH-01,OUT,47,WMS
EVT47832,,SKU-1784,WH-05,IN,105,WMS
EVT47833,,SKU-1421,WH-02,OUT,23,WMS
EVT47834,,SKU-1101,WH-05,INVALID,23,POS
EVT47835,,SKU-1936,WH-03,IN,20,POS
EVT47836,2026/01/29 17:32,SKU-1978,WH-03,IN,109,ERP
EVT47837,2026/02/21 19:04,SKU-1042,WH-01,OUT,8,ERP
EVT47838,2026-02-05 20:33:00,SKU-1272,WH-02,IN,56,WMS
EVT47839,11/01/2026,,WH-01,IN,19,POS
EVT47840,2026/02/20 13:14,SKU-1980,WH-04,OUT,117,WMS
EVT47841,26/01/2026,SKU-1879,WH-04,OUT,-5,ERP
EVT47842,2026/04/26 20:31,SKU-1827,WH-05,OUT,65,WMS
EVT47843,2026-02-28 19:42:00,SKU-1788,WH-01,IN,23,POS
EVT47844,08/02/2026,SKU-1099,WH-02,IN,113,ERP
EVT47845,2026/04/27 08:05,SKU-1919,WH-03,IN,24,POS
EVT47846,02/01/2026,SKU-1487,WH-01,OUT,38,POS
EVT47847,,SKU-1588,WH-04,OUT,64,POS
EVT47848,,SKU-1984,WH-01,OUT,14,POS
EVT47849,,SKU-1926,WH-01,IN,18,ERP
EVT47850,2026-04-21 17:48:00,SKU-1618,WH-02,IN,47,WMS
EVT47851,03/01/2026,SKU-1293,WH-02,OUT,103,ERP
EVT47852,23/04/2026,SKU-1579,WH-05,IN,47,WMS
EVT47853,14/03/2026,SKU-1788,WH-04,OUT,38,WMS
EVT47854,,SKU-1863,WH-01,OUT,8,POS
EVT47855,2026-03-06 04:05:00,SKU-1411,WH-01,OUT,60,POS
EVT47856,2026-03-27 04:21:00,SKU-1717,WH-03,OUT,72,ERP
EVT47857,2026/04/12 21:56,SKU-1840,WH-01,OUT,37,ERP
EVT47858,,SKU-1845,WH-01,OUT,61,POS
EVT47859,2026/01/27 02:06,SKU-1900,WH-02,IN,75,ERP
EVT47860,12/01/2026,SKU-1122,WH-01,OUT,21,ERP
EVT47861,,SKU-1956,WH-05,OUT,8,ERP
EVT47862,2026/03/15 10:31,SKU-1811,WH-02,IN,19,ERP
EVT47863,,SKU-1740,WH-04,IN,91,POS
EVT47864,,SKU-1887,WH-04,OUT,37,WMS
EVT47865,2026-01-17 20:46:00,SKU-1343,WH-03,OUT,46,ERP
EVT47866,27/04/2026,SKU-1113,WH-01,OUT,8,POS
EVT47867,,SKU-1542,WH-04,IN,117,ERP
EVT47868,2026/04/05 10:10,SKU-1158,WH-04,OUT,25,ERP
EVT47869,,SKU-1649,WH-01,INVALID,109,ERP
EVT47870,2026/04/10 22:15,SKU-1913,WH-01,OUT,29,WMS
EVT47871,,SKU-1050,WH-04,IN,10,ERP
EVT47872,03/01/2026,SKU-1563,WH-02,OUT,35,WMS
EVT47873,,SKU-1799,WH-01,OUT,30,ERP
EVT47874,2026-04-23 01:40:00,SKU-1387,WH-01,IN,37,POS
EVT47875,2026-01-26 22:49:00,SKU-1202,WH-04,OUT,47,WMS
EVT47876,23/02/2026,SKU-1819,WH-01,OUT,-5,POS
EVT47877,,SKU-1196,WH-05,OUT,120,ERP
EVT47878,,SKU-1571,WH-01,OUT,50,WMS
EVT47879,2026/02/08 21:04,SKU-1279,WH-01,IN,40,POS
EVT47880,2026/01/30 17:09,SKU-1802,WH-03,OUT,117,POS
EVT47881,,SKU-1309,WH-01,OUT,98,WMS
EVT47882,2026-03-10 17:54:00,SKU-1472,WH-04,IN,-5,POS
EVT47883,20/02/2026,SKU-1500,WH-01,OUT,11,WMS
EVT47884,,SKU-1451,WH-01,IN,41,POS
EVT47885,2026-01-23 17:25:00,SKU-1825,WH-04,IN,8,WMS
EVT47886,23/02/2026,SKU-1713,WH-04,IN,32,WMS
EVT47887,2026-01-28 08:29:00,SKU-1055,WH-04,OUT,16,WMS
EVT47888,2026-02-06 06:53:00,SKU-1038,WH-02,OUT,28,WMS
EVT47889,2026-01-09 01:59:00,SKU-1739,WH-01,IN,39,POS
EVT47890,15/04/2026,SKU-1705,WH-04,IN,14,WMS
EVT47891,,SKU-1841,WH-02,IN,47,POS
EVT47892,2026-01-02 22:10:00,,WH-02,OUT,22,POS
EVT47893,2026-02-27 00:01:00,SKU-1558,WH-05,IN,12,WMS
EVT47894,2026/04/11 19:03,SKU-1793,WH-02,IN,6,POS
EVT47895,2026-03-04 17:31:00,SKU-1257,WH-01,OUT,16,ERP
EVT47896,2026-04-29 02:45:00,SKU-1512,WH-02,IN,24,WMS
EVT47897,2026/02/26 16:33,SKU-1284,WH-01,OUT,14,POS
EVT47898,13/04/2026,SKU-1319,WH-03,IN,119,WMS
EVT47899,07/02/2026,SKU-1976,WH-01,IN,44,WMS
EVT47900,2026/04/08 11:03,SKU-1200,WH-02,OUT,30,ERP
EVT47901,2026-02-02 16:32:00,SKU-1115,WH-01,OUT,20,POS
EVT47902,2026/02/06 23:14,SKU-1640,WH-04,IN,5,ERP
EVT47903,2026/03/09 01:43,SKU-1943,WH-03,IN,90,ERP
EVT47904,03/03/2026,SKU-1039,WH-03,IN,5,POS
EVT47905,2026/02/17 17:48,SKU-1434,WH-05,IN,8,WMS
EVT47906,,SKU-1413,WH-03,IN,27,POS
EVT47907,12/01/2026,SKU-1954,WH-02,OUT,63,WMS
EVT47908,2026-01-09 14:24:00,SKU-1960,WH-02,OUT,101,WMS
EVT47909,13/02/2026,SKU-1430,WH-05,IN,101,POS
EVT47910,2026/01/03 02:00,SKU-1210,WH-04,OUT,48,ERP
EVT47911,19/01/2026,SKU-1769,WH-01,IN,79,WMS
EVT47912,2026-01-30 06:19:00,SKU-1360,WH-04,OUT,113,ERP
EVT47913,26/02/2026,SKU-1931,WH-05,OUT,5,POS
EVT47914,13/04/2026,SKU-1665,WH-01,IN,10,WMS
EVT47915,2026-04-14 11:56:00,SKU-1262,WH-03,OUT,96,WMS
EVT47916,,SKU-1549,,OUT,25,ERP
EVT47917,2026/01/31 21:02,SKU-1014,WH-02,IN,9,ERP
EVT47918,21/01/2026,SKU-1838,WH-02,IN,25,ERP
EVT47919,19/04/2026,SKU-1190,WH-02,OUT,99,POS
EVT47920,2026-03-04 14:14:00,SKU-1881,WH-01,IN,21,POS
EVT47921,2026-04-14 23:17:00,SKU-1088,WH-01,OUT,114,POS
EVT47922,,SKU-1697,WH-04,IN,47,WMS
EVT47923,2026/01/28 12:15,SKU-1973,WH-02,IN,14,WMS
EVT47924,2026/03/07 18:42,SKU-1477,WH-02,IN,108,ERP
EVT47925,,SKU-1787,WH-04,IN,96,POS
EVT47926,2026-02-25 18:25:00,SKU-1013,WH-04,IN,9,WMS
EVT47927,,SKU-1216,WH-03,OUT,61,WMS
EVT47928,,SKU-1348,WH-05,IN,106,ERP
EVT47929,31/03/2026,SKU-1706,WH-03,OUT,24,WMS
EVT47930,24/03/2026,SKU-1675,WH-01,IN,100,WMS
EVT47931,2026/03/04 02:23,SKU-1184,WH-04,IN,13,WMS
EVT47932,,SKU-1436,WH-01,IN,103,POS
EVT47933,2026/04/17 04:51,SKU-1087,WH-01,IN,25,ERP
EVT47934,,SKU-1792,WH-03,IN,32,POS
EVT47935,2026/03/16 06:52,SKU-1573,,IN,-5,POS
EVT47936,,SKU-1052,WH-03,OUT,34,ERP
EVT47937,2026/01/05 17:15,SKU-1693,WH-01,IN,84,ERP
EVT47938,10/03/2026,SKU-1910,WH-02,OUT,101,POS
EVT47939,2026-04-17 03:45:00,SKU-1484,WH-01,OUT,58,ERP
EVT47940,2026-04-19 10:58:00,SKU-1670,WH-01,IN,33,POS
EVT47941,2026-02-28 20:21:00,SKU-1192,,IN,35,POS
EVT47942,2026/04/15 01:49,SKU-1244,WH-02,IN,30,POS
EVT47943,2026/02/03 05:45,SKU-1153,WH-01,OUT,7,POS
EVT47944,17/03/2026,SKU-1342,WH-01,IN,22,WMS
EVT47945,2026/04/21 08:26,SKU-1381,WH-02,OUT,5,POS
EVT47946,15/02/2026,SKU-1995,WH-02,OUT,43,POS
EVT47947,2026/02/04 06:44,SKU-1771,WH-01,OUT,14,POS
EVT47948,2026-04-14 03:23:00,SKU-1777,WH-01,IN,31,POS
EVT47949,04/04/2026,SKU-1881,WH-01,OUT,73,WMS
EVT47950,28/03/2026,SKU-1731,WH-02,OUT,68,POS
EVT47951,2026-02-03 12:13:00,SKU-1760,WH-04,IN,57,ERP
EVT47952,2026-03-21 15:45:00,SKU-1686,WH-05,OUT,45,WMS
EVT47953,2026-03-16 23:50:00,SKU-1297,WH-03,IN,16,POS
EVT47954,2026/02/26 10:07,SKU-1994,WH-04,OUT,56,ERP
EVT47955,2026/04/30 01:49,SKU-1826,WH-02,IN,6,ERP
EVT47956,07/04/2026,SKU-1522,WH-02,OUT,106,WMS
EVT47957,15/04/2026,SKU-1515,WH-01,OUT,11,WMS
EVT47958,,SKU-1591,WH-02,INVALID,48,WMS
EVT47959,2026/04/30 07:56,SKU-1103,WH-02,OUT,7,ERP
EVT47960,2026-01-29 01:46:00,SKU-1023,WH-01,OUT,5,ERP
EVT47961,2026/04/18 14:30,SKU-1685,WH-05,OUT,34,ERP
EVT47962,2026-03-21 07:28:00,SKU-1823,WH-02,IN,41,POS
EVT47963,2026/03/25 03:41,SKU-1262,WH-01,OUT,84,POS
EVT47964,18/01/2026,SKU-1104,WH-03,IN,14,WMS
EVT47965,2026-02-05 20:22:00,SKU-1896,WH-01,IN,13,ERP
EVT47966,2026-01-09 20:51:00,SKU-1046,WH-03,OUT,-5,POS
EVT47967,2026/04/11 08:07,SKU-1046,WH-03,OUT,59,POS
EVT47968,24/01/2026,SKU-1864,WH-03,IN,97,POS
EVT47969,29/03/2026,SKU-1882,WH-04,IN,118,ERP
EVT47970,,SKU-1475,WH-01,IN,11,POS
EVT47971,2026-02-17 15:03:00,SKU-1168,WH-04,OUT,102,ERP
EVT47972,05/02/2026,SKU-1300,WH-04,IN,117,ERP
EVT47973,,SKU-1646,WH-03,OUT,47,WMS
EVT47974,,SKU-1070,WH-01,IN,48,WMS
EVT47975,23/01/2026,SKU-1021,WH-01,IN,45,ERP
EVT47976,2026/03/11 14:23,SKU-1552,WH-02,IN,9,POS
EVT47977,25/04/2026,SKU-1670,WH-03,IN,101,WMS
EVT47978,2026/01/22 23:32,SKU-1637,WH-01,IN,10,POS
EVT47979,23/04/2026,SKU-1243,,IN,35,WMS
EVT47980,2026-04-19 00:09:00,SKU-1761,WH-02,OUT,75,WMS
EVT47981,2026-01-21 10:07:00,SKU-1492,WH-02,IN,38,POS
EVT47982,2026/03/14 22:01,SKU-1808,WH-01,OUT,33,WMS
EVT47983,,SKU-1005,WH-02,OUT,40,POS
EVT47984,2026/04/22 00:26,SKU-1580,WH-01,IN,50,WMS
EVT47985,13/04/2026,SKU-1246,WH-04,OUT,32,ERP
EVT47986,22/01/2026,SKU-1315,WH-05,IN,52,POS
EVT47987,,SKU-1784,WH-04,IN,66,POS
EVT47988,,SKU-1497,WH-01,IN,91,ERP
EVT47989,01/05/2026,SKU-1321,WH-02,IN,53,WMS
EVT47990,18/02/2026,SKU-1582,WH-02,OUT,40,POS
EVT47991,06/01/2026,SKU-1513,WH-02,OUT,39,ERP
EVT47992,23/01/2026,SKU-1334,WH-01,OUT,32,ERP
EVT47993,10/01/2026,SKU-1780,WH-01,IN,53,ERP
EVT47994,2026-02-07 22:06:00,SKU-1317,WH-01,IN,43,POS
EVT47995,,SKU-1237,WH-02,IN,66,POS
EVT47996,2026/02/06 18:33,SKU-1451,WH-03,IN,33,ERP
EVT47997,,,WH-02,IN,118,WMS
EVT47998,31/03/2026,SKU-1377,WH-03,OUT,33,ERP
EVT47999,02/04/2026,SKU-1944,WH-01,IN,14,ERP
EVT48000,2026-03-30 22:55:00,SKU-1373,WH-02,IN,65,ERP
EVT48001,2026-02-10 23:47:00,SKU-1705,WH-01,IN,114,WMS
EVT48002,2026/02/21 17:16,SKU-1671,WH-02,OUT,35,WMS
EVT48003,2026-01-25 06:02:00,SKU-1645,WH-02,IN,65,WMS
EVT48004,2026-03-30 15:26:00,SKU-1886,WH-03,IN,33,WMS
EVT48005,2026-04-22 11:21:00,SKU-1860,WH-04,IN,39,POS
EVT48006,2026-01-12 23:21:00,SKU-1989,WH-01,OUT,102,POS
EVT48007,2026-02-07 18:02:00,SKU-1343,WH-02,OUT,101,ERP
EVT48008,,SKU-1773,WH-01,IN,-5,POS
EVT48009,2026-04-20 10:58:00,SKU-1033,WH-03,OUT,62,ERP
EVT48010,2026/01/26 09:37,SKU-1858,WH-02,IN,8,POS
EVT48011,2026-04-11 12:15:00,SKU-1262,WH-05,OUT,55,POS
EVT48012,2026-03-20 15:32:00,SKU-1456,WH-04,IN,20,ERP
EVT48013,2026-01-08 21:20:00,SKU-1619,WH-01,IN,36,ERP
EVT48014,2026/01/05 08:53,SKU-1097,WH-01,IN,54,POS
EVT48015,20/04/2026,SKU-1370,WH-02,INVALID,15,POS
EVT48016,,,WH-04,IN,39,WMS
EVT48017,,SKU-1914,WH-03,IN,33,ERP
EVT48018,,SKU-1370,WH-02,OUT,41,ERP
EVT48019,,SKU-1631,WH-05,OUT,106,WMS
EVT48020,2026-01-21 13:07:00,SKU-1775,WH-01,OUT,62,ERP
EVT48021,01/01/2026,SKU-1234,,IN,105,POS
EVT48022,,SKU-1696,WH-01,IN,21,POS
EVT48023,2026-04-23 05:23:00,SKU-1710,WH-04,IN,47,POS
EVT48024,,SKU-1080,WH-03,IN,18,ERP
