sku_id,category,unit_cost,reorder_point
SKU-1711,ELECTRONICS,2882.34,25
SKU-1712,APPAREL,714.5,99
SKU-1713,SPORTS,1940.77,58
SKU-1714,HOME,466.38,71
SKU-1715,GROCERY,18.4,282
SKU-1716,ELECTRONICS,1392.94,52
SKU-1717,APPAREL,452.07,159
SKU-1718,SPORTS,1068.63,48
SKU-1719,HOME,359.9,68
SKU-1720,GROCERY,38.16,164
SKU-1721,ELECTRONICS,3932.47,68
SKU-1722,APPAREL,1186.9,69
SKU-1723,SPORTS,689.72,93
SKU-1724,HOME,610.35,122
SKU-1725,GROCERY,93.59,234
SKU-1726,ELECTRONICS,4341.89,76
SKU-1727,APPAREL,933.84,141
SKU-1728,SPORTS,2470.37,71
SKU-1729,HOME,1050.67,130
SKU-1730,GROCERY,44.78,232
SKU-1731,ELECTRONICS,1155.09,48
SKU-1732,APPAREL,1020.8,95
SKU-1733,SPORTS,1601.12,75
SKU-1734,HOME,658.07,89
SKU-1735,GROCERY,60.79,129
SKU-1736,ELECTRONICS,1095.83,73
SKU-1737,APPAREL,573.2,142
SKU-1738,SPORTS,2201.35,41
SKU-1739,HOME,776.51,114
SKU-1740,GROCERY,52.29,268
SKU-1741,ELECTRONICS,3682.45,70
SKU-1742,APPAREL,1160.6,65
SKU-1743,SPORTS,1289.41,54
SKU-1744,HOME,453.68,110
SKU-1745,GROCERY,65.15,135
SKU-1746,ELECTRONICS,3142.72,71
SKU-1747,APPAREL,1368.86,103
SKU-1748,SPORTS,2461.25,40
SKU-1749,HOME,655.0,72
SKU-1750,GROCERY,14.31,232
SKU-1751,ELECTRONICS,5953.13,53
SKU-1752,APPAREL,879.57,80
SKU-1753,SPORTS,1100.58,66
SKU-1754,HOME,526.16,93
SKU-1755,GROCERY,84.68,133
SKU-1756,ELECTRONICS,4903.98,61
SKU-1757,APPAREL,635.04,102
SKU-1758,SPORTS,507.91,79
SKU-1759,HOME,412.56,134
SKU-1760,GROCERY,116.09,274
SKU-1761,ELECTRONICS,5341.05,41
SKU-1762,APPAREL,305.95,144
SKU-1763,SPORTS,611.14,74
SKU-1764,HOME,441.25,133
SKU-1765,GROCERY,86.83,220
SKU-1766,ELECTRONICS,1470.55,65
SKU-1767,APPAREL,1419.4,99
SKU-1768,SPORTS,1529.63,72
SKU-1769,HOME,994.5,135
SKU-1770,GROCERY,87.31,295
SKU-1771,ELECTRONICS,5544.73,25
SKU-1772,APPAREL,1039.83,114
SKU-1773,SPORTS,1418.67,32
SKU-1774,HOME,498.86,73
SKU-1775,GROCERY,114.63,207
SKU-1776,ELECTRONICS,5727.87,51
SKU-1777,APPAREL,449.61,77
SKU-1778,SPORTS,640.88,67
SKU-1779,HOME,1028.87,62
SKU-1780,GROCERY,65.85,258
SKU-1781,ELECTRONICS,5142.62,76
SKU-1782,APPAREL,884.49,144
SKU-1783,SPORTS,1040.88,46
SKU-1784,HOME,756.97,69
SKU-1785,GROCERY,27.85,297
SKU-1786,ELECTRONICS,4809.71,71
SKU-1787,APPAREL,1373.45,152
SKU-1788,SPORTS,1262.88,82
SKU-1789,HOME,500.73,80
SKU-1790,GROCERY,116.65,276
SKU-1791,ELECTRONICS,2281.63,67
SKU-1792,APPAREL,1218.94,89
SKU-1793,SPORTS,1474.82,69
SKU-1794,HOME,1162.16,110
SKU-1795,GROCERY,109.44,169
SKU-1796,ELECTRONICS,2712.77,80
SKU-1797,APPAREL,941.55,116
SKU-1798,SPORTS,1315.7,66
SKU-1799,HOME,955.94,114
SKU-1800,GROCERY,68.02,161
SKU-1801,ELECTRONICS,5047.83,71
SKU-1802,APPAREL,986.06,92
SKU-1803,SPORTS,414.8,91
SKU-1804,HOME,1061.53,120
SKU-1805,GROCERY,112.77,252
SKU-1806,ELECTRONICS,5226.06,38
SKU-1807,APPAREL,309.04,80
SKU-1808,SPORTS,900.14,95
SKU-1809,HOME,262.08,105
SKU-1810,GROCERY,20.09,176
SKU-1811,ELECTRONICS,5046.86,76
SKU-1812,APPAREL,654.46,63
SKU-1813,SPORTS,1212.77,80
SKU-1814,HOME,652.21,80
SKU-1815,GROCERY,52.48,140
SKU-1816,ELECTRONICS,2749.55,21
SKU-1817,APPAREL,614.29,72
SKU-1818,SPORTS,2146.19,72
SKU-1819,HOME,970.52,67
SKU-1820,GROCERY,14.21,240
SKU-1821,ELECTRONICS,4419.57,28
SKU-1822,APPAREL,1186.49,120
SKU-1823,SPORTS,1286.92,30
SKU-1824,HOME,1096.44,52
SKU-1825,GROCERY,38.15,158
SKU-1826,ELECTRONICS,3653.78,66
SKU-1827,APPAREL,991.54,114
SKU-1828,SPORTS,544.61,66
SKU-1829,HOME,361.4,65
SKU-1830,GROCERY,15.25,227
SKU-1831,ELECTRONICS,4122.55,59
SKU-1832,APPAREL,794.25,74
SKU-1833,SPORTS,2140.71,93
SKU-1834,HOME,756.41,52
SKU-1835,GROCERY,79.52,267
SKU-1836,ELECTRONICS,2058.08,29
SKU-1837,APPAREL,578.65,60
SKU-1838,SPORTS,1652.58,60
SKU-1839,HOME,727.73,73
SKU-1840,GROCERY,83.08,141
SKU-1841,ELECTRONICS,3522.12,43
SKU-1842,APPAREL,287.98,127
SKU-1843,SPORTS,1496.98,94
SKU-1844,HOME,709.57,99
SKU-1845,GROCERY,106.07,131
SKU-1846,ELECTRONICS,4105.49,43
SKU-1847,APPAREL,529.75,62
SKU-1848,SPORTS,1085.61,38
SKU-1849,HOME,479.28,134
SKU-1850,GROCERY,79.11,268
SKU-1851,ELECTRONICS,4622.97,41
SKU-1852,APPAREL,373.43,105
SKU-1853,SPORTS,1501.23,52
SKU-1854,HOME,1013.42,137
SKU-1855,GROCERY,61.11,298
SKU-1856,ELECTRONICS,3288.36,31
SKU-1857,APPAREL,1254.95,68
SKU-1858,SPORTS,1875.3,88
SKU-1859,HOME,140.68,75
SKU-1860,GROCERY,14.82,171
SKU-1861,ELECTRONICS,5406.11,40
SKU-1862,APPAREL,1413.38,125
SKU-1863,SPORTS,1176.09,99
SKU-1864,HOME,620.74,54
SKU-1865,GROCERY,92.86,168
SKU-1866,ELECTRONICS,2287.78,75
SKU-1867,APPAREL,1215.09,143
SKU-1868,SPORTS,1030.23,45
SKU-1869,HOME,979.28,105
SKU-1870,GROCERY,107.84,232
SKU-1871,ELECTRONICS,5452.11,44
SKU-1872,APPAREL,640.75,83
SKU-1873,SPORTS,1391.65,93
SKU-1874,HOME,504.08,116
SKU-1875,GROCERY,39.34,141
SKU-1876,ELECTRONICS,4580.82,25
SKU-1877,APPAREL,759.79,83
SKU-1878,SPORTS,1500.04,71
SKU-1879,HOME,212.86,91
SKU-1880,GROCERY,82.7,198
SKU-1881,ELECTRONICS,3118.76,65
SKU-1882,APPAREL,753.95,148
SKU-1883,SPORTS,1276.6,87
SKU-1884,HOME,146.59,95
SKU-1885,GROCERY,77.63,231
SKU-1886,ELECTRONICS,2227.69,70
SKU-1887,APPAREL,1432.28,69
SKU-1888,SPORTS,1776.6,81
SKU-1889,HOME,499.64,136
SKU-1890,GROCERY,27.6,127
SKU-1891,ELECTRONICS,1542.45,58
SKU-1892,APPAREL,1081.52,116
SKU-1893,SPORTS,376.56,38
SKU-1894,HOME,359.59,132
SKU-1895,GROCERY,50.3,218
SKU-1896,ELECTRONICS,5737.23,22
SKU-1897,APPAREL,986.62,146
SKU-1898,SPORTS,1289.83,77
SKU-1899,HOME,509.21,59
SKU-1900,GROCERY,73.13,255
SKU-1901,ELECTRONICS,2708.14,40
SKU-1902,APPAREL,1044.43,91
SKU-1903,SPORTS,2413.14,33
SKU-1904,HOME,909.24,113
SKU-1905,GROCERY,66.95,263
SKU-1906,ELECTRONICS,1412.36,69
SKU-1907,APPAREL,538.38,117
SKU-1908,SPORTS,772.05,66
SKU-1909,HOME,863.38,112
SKU-1910,GROCERY,32.02,154
SKU-1911,ELECTRONICS,5234.7,48
SKU-1912,APPAREL,424.45,151
SKU-1913,SPORTS,1279.24,41
SKU-1914,HOME,991.56,90
SKU-1915,GROCERY,83.46,136
SKU-1916,ELECTRONICS,3659.99,38
SKU-1917,APPAREL,1358.73,80
SKU-1918,SPORTS,1865.98,52
SKU-1919,HOME,973.07,115
SKU-1920,GROCERY,34.67,171
SKU-1921,ELECTRONICS,4918.74,35
SKU-1922,APPAREL,1227.48,63
SKU-1923,SPORTS,1093.97,77
SKU-1924,HOME,614.15,120
SKU-1925,GROCERY,24.27,142
SKU-1926,ELECTRONICS,1141.89,45
SKU-1927,APPAREL,1499.47,152
SKU-1928,SPORTS,1353.06,82
SKU-1929,HOME,946.08,123
SKU-1930,GROCERY,18.11,201
SKU-1931,ELECTRONICS,4140.16,48
SKU-1932,APPAREL,805.58,126
SKU-1933,SPORTS,1057.93,100
SKU-1934,HOME,803.77,73
SKU-1935,GROCERY,94.46,153
SKU-1936,ELECTRONICS,3049.62,78
SKU-1937,APPAREL,1328.68,75
SKU-1938,SPORTS,1439.82,68
SKU-1939,HOME,281.12,91
SKU-1940,GROCERY,112.82,177
SKU-1941,ELECTRONICS,2599.32,80
SKU-1942,APPAREL,874.57,96
SKU-1943,SPORTS,2161.05,62
SKU-1944,HOME,315.93,120
SKU-1945,GROCERY,40.19,280
SKU-1946,ELECTRONICS,2374.69,54
SKU-1947,APPAREL,321.46,142
SKU-1948,SPORTS,671.0,49
SKU-1949,HOME,288.32,129
SKU-1950,GROCERY,89.27,274
SKU-1951,ELECTRONICS,2555.62,79
SKU-1952,APPAREL,932.7,63
SKU-1953,SPORTS,478.69,63
SKU-1954,HOME,816.24,123
SKU-1955,GROCERY,55.82,283
SKU-1956,ELECTRONICS,957.49,76
SKU-1957,APPAREL,1015.31,97
SKU-1958,SPORTS,1712.2,68
SKU-1959,HOME,631.24,137
SKU-1960,GROCERY,54.67,236
SKU-1961,ELECTRONICS,1179.46,23
SKU-1962,APPAREL,405.5,113
SKU-1963,SPORTS,1365.35,56
SKU-1964,HOME,474.21,68
SKU-1965,GROCERY,44.38,201
SKU-1966,ELECTRONICS,4617.84,75
SKU-1967,APPAREL,648.98,111
SKU-1968,SPORTS,587.69,77
SKU-1969,HOME,666.48,63
SKU-1970,GROCERY,45.1,239
SKU-1971,ELECTRONICS,1437.11,48
SKU-1972,APPAREL,522.29,72
SKU-1973,SPORTS,411.33,79
SKU-1974,HOME,1050.58,103
SKU-1975,GROCERY,37.31,160
SKU-1976,ELECTRONICS,5030.08,79
SKU-1977,APPAREL,950.99,100
SKU-1978,SPORTS,717.64,50
SKU-1979,HOME,648.09,115
SKU-1980,GROCERY,61.35,198
SKU-1981,ELECTRONICS,3386.33,25
SKU-1982,APPAREL,1428.8,124
SKU-1983,SPORTS,1305.91,60
SKU-1984,HOME,336.66,95
SKU-1985,GROCERY,15.35,192
SKU-1986,ELECTRONICS,3373.45,76
SKU-1987,APPAREL,1295.7,146
SKU-1988,SPORTS,1335.29,98
SKU-1989,HOME,109.0,63
SKU-1990,GROCERY,57.4,187
SKU-1991,ELECTRONICS,4583.04,68
SKU-1992,APPAREL,724.23,65
SKU-1993,SPORTS,1181.28,54
SKU-1994,HOME,498.78,86
SKU-1995,GROCERY,18.09,249
SKU-1996,ELECTRONICS,3141.84,55
SKU-1997,APPAREL,563.64,139
SKU-1998,SPORTS,1796.88,45
SKU-1999,HOME,241.53,62
